,word,bz_bio,re_bio
56455,洗,O,O
56456,浴,O,O
56457,等,O,O
56458,地,O,O
56459,方,O,O
56460,？,O,O
56461,一,B_datetime,B_symptom
56462,个,I_datetime,I_symptom
56463,月,I_datetime,I_symptom
56464,来,B_symptom,I_symptom
56465,两,I_symptom,I_symptom
56466,次,I_symptom,I_symptom
56467,月,I_symptom,I_symptom
56468,经,I_symptom,I_symptom
56469,是,O,O
56470,怎,O,O
56471,么,O,O
56472,回,O,O
56473,事,O,O
56474,，,O,O
56475,你,O,O
56476,好,O,O
56477,请,O,O
56478,问,O,O
56479,我,O,O
56480,鸡,B_symptom,B_symptom
56481,鸡,I_symptom,I_symptom
56482,上,I_symptom,I_symptom
56483,涨,I_symptom,I_symptom
56484,了,I_symptom,I_symptom
56485,很,I_symptom,I_symptom
56486,多,I_symptom,I_symptom
56487,的,I_symptom,I_symptom
56488,小,I_symptom,I_symptom
56489,痘,I_symptom,I_symptom
56490,痘,I_symptom,I_symptom
56491,是,O,O
56492,怎,O,O
56493,么,O,O
56494,回,O,O
56495,事,O,O
56496,呢,O,O
56497,你,O,O
56498,父,O,O
56499,母,O,O
56500,的,O,O
56501,电,O,O
56502,话,O,O
56503,是,O,O
56504,多,O,O
56505,少,O,O
56506,呢,O,O
56507,，,O,O
56508,我,O,O
56509,给,O,O
56510,你,O,O
56511,父,O,O
56512,母,O,O
56513,说,O,O
56514,下,O,O
56515,你,O,O
56516,的,O,O
56517,情,O,O
56518,况,O,O
56519,有,O,O
56520,检,O,O
56521,查,O,O
56522,，,O,O
56523,肾,B_symptom,B_symptom
56524,气,I_symptom,I_symptom
56525,不,I_symptom,I_symptom
56526,足,I_symptom,I_symptom
56527,，,O,O
56528,心,B_symptom,B_symptom
56529,火,I_symptom,I_symptom
56530,上,I_symptom,I_symptom
56531,炎,I_symptom,I_symptom
56532,，,O,O
56533,肾,B_symptom,B_symptom
56534,亏,I_symptom,I_symptom
56535,，,O,O
56536,肾,B_symptom,B_symptom
56537,阳,I_symptom,I_symptom
56538,虚,I_symptom,I_symptom
56539,，,O,O
56540,我,O,O
56541,只,O,O
56542,是,O,O
56543,轻,O,O
56544,微,O,O
56545,现,O,O
56546,在,O,O
56547,勃,B_physiology,B_symptom
56548,起,I_physiology,I_symptom
56549,我,O,I_symptom
56550,不,O,I_symptom
56551,好,O,I_symptom
56552,这,O,O
56553,方,O,O
56554,面,O,O
56555,病,O,O
56556,情,O,O
56557,不,O,O
56558,是,O,O
56559,疑,O,O
56560,难,O,O
56561,杂,O,O
56562,症,O,O
56563,的,O,O
56564,，,O,O
56565,在,O,O
56566,咱,O,O
56567,医,O,O
56568,院,O,O
56569,也,O,O
56570,比,O,O
56571,较,O,O
56572,常,O,O
56573,见,O,O
56574,的,O,O
56575,，,O,O
56576,检,O,O
56577,查,O,O
56578,清,O,O
56579,楚,O,O
56580,了,O,O
56581,，,O,O
56582,都,O,O
56583,可,O,O
56584,以,O,O
56585,治,O,O
56586,好,O,O
56587,的,O,O
56588,早,O,O
56589,上,O,O
56590,尿,B_symptom,B_symptom
56591,多,I_symptom,I_symptom
56592,没,O,O
56593,几,O,O
56594,天,O,O
56595,，,O,O
56596,但,O,O
56597,是,O,O
56598,这,O,O
56599,段,O,O
56600,时,O,O
56601,间,O,O
56602,老,B_symptom,B_symptom
56603,起,I_symptom,I_symptom
56604,夜,I_symptom,I_symptom
56605,以,O,O
56606,前,O,O
56607,不,O,O
56608,起,O,O
56609,夜,O,O
56610,你,O,O
56611,说,O,O
56612,得,O,O
56613,那,O,O
56614,些,O,O
56615,情,O,O
56616,况,O,O
56617,都,O,O
56618,没,O,O
56619,有,O,O
56620,但,O,O
56621,是,O,O
56622,有,O,O
56623,没,O,O
56624,有,O,O
56625,小,B_symptom,B_symptom
56626,红,I_symptom,I_symptom
56627,点,I_symptom,I_symptom
56628,我,O,O
56629,没,O,O
56630,注,O,O
56631,意,O,O
56632,坐,O,O
56633,地,O,O
56634,铁,O,O
56635,怎,O,O
56636,么,O,O
56637,去,O,O
56638,真,O,O
56639,的,O,O
56640,能,O,O
56641,增,O,O
56642,粗,O,O
56643,吗,O,O
56644,肾,B_symptom,B_sickness
56645,虚,I_symptom,I_sickness
56646,是,O,O
56647,有,O,O
56648,那,O,O
56649,些,O,O
56650,状,O,O
56651,况,O,O
56652,好,O,O
56653,的,O,O
56654,，,O,O
56655,我,O,O
56656,加,O,O
56657,你,O,O
56658,你,O,O
56659,通,O,O
56660,过,O,O
56661,一,O,O
56662,下,O,O
56663,我,O,O
56664,刚,O,O
56665,看,O,O
56666,到,O,O
56667,了,O,O
56668,问,O,O
56669,问,O,O
56670,什,O,O
56671,么,O,O
56672,意,O,O
56673,思,O,O
56674,是,O,O
56675,否,O,O
56676,有,O,O
56677,尿,B_symptom,B_symptom
56678,频,I_symptom,I_symptom
56679,尿,B_symptom,B_symptom
56680,急,I_symptom,I_symptom
56681,尿,B_symptom,B_symptom
56682,痛,I_symptom,I_symptom
56683,尿,B_symptom,B_symptom
56684,滴,I_symptom,I_symptom
56685,白,I_symptom,I_symptom
56686,的,O,O
56687,症,O,O
56688,状,O,O
56689,呢,O,O
56690,？,O,O
56691,带,O,O
56692,多,O,O
56693,少,O,O
56694,是,O,O
56695,有,O,O
56696,哪,O,O
56697,方,O,O
56698,面,O,O
56699,的,O,O
56700,问,O,O
56701,题,O,O
56702,需,O,O
56703,要,O,O
56704,了,O,O
56705,解,O,O
56706,的,O,O
56707,就,O,O
56708,是,O,O
56709,尿,B_symptom,B_symptom
56710,血,I_symptom,I_symptom
56711,！,O,O
56712,没,O,O
56713,有,O,O
56714,其,O,O
56715,他,O,O
56716,症,O,O
56717,状,O,O
56718,目,O,O
56719,前,O,O
56720,以,O,O
56721,前,O,O
56722,有,O,O
56723,最,O,O
56724,近,O,O
56725,这,B_datetime,O
56726,两,I_datetime,B_datetime
56727,年,I_datetime,I_datetime
56728,一,B_frequency,B_frequency
56729,个,I_frequency,I_frequency
56730,月,I_frequency,I_frequency
56731,1,I_frequency,I_frequency
56732,次,I_frequency,I_frequency
56733,差,O,O
56734,不,O,O
56735,多,O,O
56736,吧,O,O
56737,今,O,O
56738,年,O,O
56739,多,O,O
56740,大,O,O
56741,年,O,O
56742,纪,O,O
56743,？,O,O
56744,？,O,O
56745,成,O,O
56746,年,O,O
56747,人,O,O
56748,正,O,O
56749,常,O,O
56750,在,O,O
56751,1,O,O
56752,1,O,O
56753,-,O,O
56754,1,O,O
56755,6,O,O
56756,厘,O,O
56757,米,O,O
56758,，,O,O
56759,你,O,O
56760,这,O,O
56761,也,O,O
56762,属,O,O
56763,于,O,O
56764,正,O,O
56765,常,O,O
56766,范,O,O
56767,围,O,O
56768,内,O,O
56769,我,O,O
56770,加,O,O
56771,你,O,O
56772,Q,O,O
56773,Q,O,O
56774,了,O,O
56775,那,O,O
56776,种,O,O
56777,自,O,O
56778,然,O,O
56779,无,O,O
56780,疤,O,O
56781,半,B_datetime,B_datetime
56782,个,I_datetime,I_datetime
56783,多,I_datetime,I_datetime
56784,月,I_datetime,I_datetime
56785,能,O,O
56786,查,O,O
56787,出,O,O
56788,来,O,O
56789,吗,O,O
56790,？,O,O
56791,我,O,O
56792,自,O,O
56793,從,O,O
56794,長,O,B_symptom
56795,陰,B_part,I_symptom
56796,毛,I_part,I_symptom
56797,開,O,O
56798,始,O,O
56799,，,O,O
56800,我,O,O
56801,就,O,O
56802,天,B_frequency,O
56803,天,I_frequency,O
56804,打,I_frequency,B_physiology
56805,手,I_frequency,I_physiology
56806,槍,I_frequency,I_physiology
56807,2,I_frequency,B_frequency
56808,次,I_frequency,I_frequency
56809,我,O,O
56810,很,O,O
56811,讨,O,O
56812,厌,O,O
56813,医,O,O
56814,院,O,O
56815,阴,B_symptom,B_symptom
56816,茎,I_symptom,I_symptom
56817,里,I_symptom,I_symptom
56818,边,I_symptom,I_symptom
56819,有,I_symptom,I_symptom
56820,白,I_symptom,I_symptom
56821,的,I_symptom,I_symptom
56822,是,O,O
56823,什,O,O
56824,么,O,O
56825,啊,O,O
56826,上,B_datetime,B_datetime
56827,午,I_datetime,I_datetime
56828,大,O,O
56829,概,O,O
56830,九,B_datetime,B_datetime
56831,点,I_datetime,I_datetime
56832,以,O,O
56833,前,O,O
56834,，,O,O
56835,我,O,O
56836,把,O,O
56837,二,O,O
56838,院,O,O
56839,的,O,O
56840,压,O,O
56841,金,O,O
56842,退,O,O
56843,了,O,O
56844,，,O,O
56845,从,O,O
56846,二,O,O
56847,院,O,O
56848,去,O,O
56849,怎,O,O
56850,么,O,O
56851,做,O,O
56852,车,O,O
56853,是,O,O
56854,有,O,B_symptom
56855,些,O,I_symptom
56856,敏,O,I_symptom
56857,感,O,I_symptom
56858,一,O,O
56859,会,O,O
56860,梅,B_symptom,B_sickness
56861,毒,I_symptom,I_sickness
56862,的,O,O
56863,有,O,O
56864,不,B_symptom,B_symptom
56865,明,I_symptom,I_symptom
56866,液,I_symptom,I_symptom
56867,体,I_symptom,I_symptom
56868,流,O,I_symptom
56869,出,O,I_symptom
56870,我,O,O
56871,先,O,O
56872,咨,O,O
56873,询,O,O
56874,下,O,O
56875,请,O,O
56876,问,O,O
56877,你,O,O
56878,确,O,O
56879,定,O,O
56880,是,O,O
56881,早,B_symptom,B_sickness
56882,泄,I_symptom,I_sickness
56883,了,O,O
56884,吗,O,O
56885,？,O,O
56886,手,O,O
56887,术,O,O
56888,后,O,O
56889,多,O,O
56890,久,O,O
56891,可,O,O
56892,以,O,O
56893,见,O,O
56894,效,O,O
56895,您,O,O
56896,多,O,O
56897,大,O,O
56898,年,O,O
56899,龄,O,O
56900,？,O,O
56901,平,O,O
56902,时,O,O
56903,你,O,O
56904,勃,B_symptom,B_symptom
56905,起,I_symptom,I_symptom
56906,硬,I_symptom,I_symptom
56907,度,I_symptom,I_symptom
56908,不,I_symptom,I_symptom
56909,好,I_symptom,I_symptom
56910,性,B_physiology,O
56911,生,I_physiology,O
56912,活,I_physiology,O
56913,肯,O,O
56914,定,O,O
56915,也,B_symptom,O
56916,不,I_symptom,O
56917,好,I_symptom,O
56918,吧,O,O
56919,，,O,O
56920,问,O,O
56921,题,O,O
56922,没,O,O
56923,出,O,O
56924,现,O,O
56925,在,O,O
56926,你,O,O
56927,身,O,O
56928,上,O,O
56929,，,O,O
56930,，,O,O
56931,你,O,O
56932,说,O,O
56933,的,O,O
56934,只,O,O
56935,是,O,O
56936,一,O,O
56937,个,O,O
56938,表,O,O
56939,面,O,O
56940,的,O,O
56941,东,O,O
56942,西,O,O
56943,比,O,O
56944,方,O,O
56945,前,B_part,B_part
56946,列,I_part,I_part
56947,腺,I_part,I_part
56948,睾,B_part,B_part
56949,丸,I_part,I_part
56950,附,B_part,B_part
56951,睾,I_part,I_part
56952,我,O,O
56953,是,O,O
56954,生,B_part,B_symptom
56955,殖,I_part,I_symptom
56956,器,I_part,I_symptom
56957,上,O,I_symptom
56958,有,O,I_symptom
56959,疱,B_symptom,I_symptom
56960,疹,I_symptom,I_symptom
56961,发,I_symptom,I_symptom
56962,痒,I_symptom,I_symptom
56963,恩,O,O
56964,，,O,O
56965,现,O,O
56966,在,O,O
56967,疼,O,B_symptom
56968,不,O,O
56969,疼,O,B_symptom
56970,，,O,O
56971,痒,O,B_symptom
56972,不,O,B_symptom
56973,痒,O,I_symptom
56974,？,O,O
56975,好,O,O
56976,的,O,O
56977,，,O,O
56978,我,O,O
56979,知,O,O
56980,道,O,O
56981,怎,O,O
56982,么,O,O
56983,走,O,O
56984,说,O,O
56985,明,O,O
56986,你,O,O
56987,引,O,O
56988,起,O,O
56989,时,B_symptom,B_symptom
56990,间,I_symptom,I_symptom
56991,短,I_symptom,I_symptom
56992,和,O,O
56993,背,B_part,B_part
56994,神,I_part,I_part
56995,经,I_part,I_part
56996,关,O,O
56997,系,O,O
56998,不,O,O
56999,大,O,O
57000,。,O,O
57001,没,O,O
57002,有,O,O
57003,去,O,O
57004,过,O,O
57005,，,O,O
57006,这,O,O
57007,个,O,O
57008,地,O,O
57009,方,O,O
57010,很,O,O
57011,尴,B_emotion,B_emotion
57012,尬,I_emotion,I_emotion
57013,这,O,O
57014,一,O,O
57015,般,O,O
57016,是,O,O
57017,药,O,B_othertreatment
57018,物,O,I_othertreatment
57019,治,O,I_othertreatment
57020,疗,O,I_othertreatment
57021,为,O,O
57022,主,O,O
57023,昨,B_datetime,B_datetime
57024,天,I_datetime,I_datetime
57025,开,O,O
57026,始,O,O
57027,的,O,O
57028,以,O,O
57029,前,O,O
57030,也,O,O
57031,有,O,O
57032,过,O,O
57033,后,O,O
57034,来,O,O
57035,好,O,O
57036,啦,O,O
57037,。,O,O
57038,没,O,O
57039,有,O,O
57040,。,O,O
57041,现,O,O
57042,在,O,O
57043,有,O,O
57044,改,O,O
57045,变,O,O
57046,症,O,O
57047,状,O,O
57048,的,O,O
57049,办,O,O
57050,法,O,O
57051,是,O,O
57052,男,O,O
57053,性,O,O
57054,恩,O,O
57055,，,O,O
57056,你,O,O
57057,多,O,O
57058,大,O,O
57059,了,O,O
57060,，,O,O
57061,是,O,O
57062,在,O,O
57063,性,O,O
57064,生,O,O
57065,活,O,O
57066,之,O,O
57067,后,O,O
57068,出,O,O
57069,现,O,O
57070,的,O,O
57071,症,O,O
57072,状,O,O
57073,吗,O,O
57074,周,B_datetime,B_datetime
57075,五,I_datetime,I_datetime
57076,上,I_datetime,I_datetime
57077,午,I_datetime,I_datetime
57078,吧,O,O
57079,，,O,O
57080,9,B_datetime,B_datetime
57081,点,I_datetime,I_datetime
57082,半,I_datetime,I_datetime
57083,的,O,O
57084,样,O,O
57085,子,O,O
57086,，,O,O
57087,我,O,O
57088,怕,O,O
57089,堵,O,O
57090,车,O,O
57091,，,O,O
57092,包,O,O
57093,正,O,O
57094,平,O,O
57095,嗯,O,O
57096,好,O,O
57097,的,O,O
57098,，,O,O
57099,那,O,O
57100,先,O,O
57101,不,O,O
57102,要,O,O
57103,关,O,O
57104,闭,O,O
57105,窗,O,O
57106,口,O,O
57107,，,O,O
57108,我,O,O
57109,这,O,O
57110,边,O,O
57111,帮,O,O
57112,你,O,O
57113,预,O,O
57114,约,O,O
57115,安,O,O
57116,排,O,O
57117,，,O,O
57118,收,O,O
57119,到,O,O
57120,短,O,O
57121,信,O,O
57122,后,O,O
57123,跟,O,O
57124,我,O,O
57125,说,O,O
57126,下,O,O
57127,预,O,O
57128,约,O,O
57129,号,O,O
57130,，,O,O
57131,我,O,O
57132,帮,O,O
57133,你,O,O
57134,激,O,O
57135,活,O,O
57136,就,O,O
57137,可,O,O
57138,以,O,O
57139,了,O,O
57140,。,O,O
57141,我,O,O
57142,开,O,O
57143,车,O,O
57144,来,O,O
57145,可,O,O
57146,以,O,O
57147,开,O,O
57148,车,O,O
57149,走,O,O
57150,不,O,O
57151,？,O,O
57152,用,O,O
57153,多,O,O
57154,长,O,O
57155,时,O,O
57156,间,O,O
57157,见,O,O
57158,效,O,O
57159,1,B_age,O
57160,2,I_age,O
57161,岁,I_age,O
57162,以,O,O
57163,上,O,O
57164,都,O,O
57165,是,O,O
57166,可,O,O
57167,以,O,O
57168,的,O,O
57169,，,O,O
57170,是,O,O
57171,您,O,O
57172,自,O,O
57173,己,O,O
57174,要,O,O
57175,做,O,O
57176,包,B_surgery,B_surgery
57177,皮,I_surgery,I_surgery
57178,手,I_surgery,I_surgery
57179,术,I_surgery,I_surgery
57180,吗,O,O
57181,前,O,B_datetime
57182,一,O,I_datetime
57183,阵,O,I_datetime
57184,子,O,I_datetime
57185,很,O,B_symptom
57186,少,O,I_symptom
57187,是,O,O
57188,需,O,O
57189,要,O,O
57190,做,O,O
57191,前,B_check,B_fluid
57192,列,I_check,I_fluid
57193,腺,I_check,I_fluid
57194,分,I_check,I_fluid
57195,泌,I_check,I_fluid
57196,物,I_check,I_fluid
57197,及,O,O
57198,超,I_check,B_check
57199,方,O,I_check
57200,面,O,I_check
57201,检,O,I_check
57202,查,O,I_check
57203,的,O,O
57204,好,O,O
57205,像,O,O
57206,有,O,O
57207,点,O,O
57208,尿,B_symptom,B_symptom
57209,急,I_symptom,I_symptom
57210,我,O,O
57211,昨,B_datetime,B_datetime
57212,天,I_datetime,I_datetime
57213,连,O,B_symptom
57214,续,O,I_symptom
57215,射,B_physiology,I_symptom
57216,精,I_physiology,I_symptom
57217,3,B_frequency,I_symptom
57218,次,I_frequency,I_symptom
57219,，,O,O
57220,是,O,O
57221,不,O,O
57222,是,O,O
57223,等,B_datetime,O
57224,几,I_datetime,O
57225,天,I_datetime,O
57226,在,O,O
57227,去,O,O
57228,比,O,O
57229,较,O,O
57230,好,O,O
57231,，,O,O
57232,毕,O,O
57233,竟,O,O
57234,昨,B_frequency,B_datetime
57235,天,I_frequency,I_datetime
57236,射,I_frequency,B_physiology
57237,精,I_frequency,I_physiology
57238,3,I_frequency,B_frequency
57239,次,I_frequency,I_frequency
57240,，,O,O
57241,也,O,O
57242,比,O,O
57243,较,O,O
57244,多,O,O
57245,，,O,O
57246,尿,B_symptom,B_symptom
57247,刺,I_symptom,I_symptom
57248,痛,I_symptom,I_symptom
57249,情,O,O
57250,况,O,O
57251,呢,O,O
57252,？,O,O
57253,没,O,O
57254,有,O,O
57255,嗯,O,O
57256,，,O,O
57257,前,B_part,B_part
57258,列,I_part,I_part
57259,腺,I_part,I_part
57260,器,O,I_part
57261,官,O,I_part
57262,是,O,O
57263,男,O,O
57264,性,O,O
57265,性,O,B_part
57266,腺,O,I_part
57267,器,O,I_part
57268,官,O,I_part
57269,跟,O,O
57270,免,O,B_part
57271,疫,O,I_part
57272,器,O,I_part
57273,官,O,I_part
57274,，,O,O
57275,出,O,O
57276,现,O,O
57277,这,O,O
57278,症,O,O
57279,状,O,O
57280,也,O,O
57281,是,O,O
57282,比,O,O
57283,较,O,O
57284,典,O,O
57285,型,O,O
57286,的,O,O
57287,表,O,O
57288,现,O,O
57289,。,O,O
57290,我,O,O
57291,的,O,O
57292,生,B_symptom,B_sickness
57293,殖,I_symptom,I_sickness
57294,器,I_symptom,I_sickness
57295,官,I_symptom,I_sickness
57296,感,I_symptom,I_sickness
57297,染,I_symptom,I_sickness
57298,，,O,O
57299,咨,O,O
57300,询,O,O
57301,用,O,B_othertreatment
57302,药,O,I_othertreatment
57303,问,O,O
57304,题,O,O
57305,嗯,O,O
57306,公,O,O
57307,交,O,O
57308,公,O,O
57309,司,O,O
57310,那,O,O
57311,边,O,O
57312,体,O,B_check
57313,检,O,I_check
57314,检,O,O
57315,查,O,O
57316,的,O,O
57317,？,O,O
57318,男,O,O
57319,性,O,O
57320,尿,B_symptom,B_symptom
57321,频,I_symptom,I_symptom
57322,在,O,O
57323,临,O,O
57324,床,O,O
57325,上,O,O
57326,常,O,O
57327,见,O,O
57328,于,O,O
57329,尿,B_symptom,B_sickness
57330,路,I_symptom,I_sickness
57331,感,I_symptom,I_sickness
57332,染,I_symptom,I_sickness
57333,及,O,O
57334,前,B_part,B_part
57335,列,I_part,I_part
57336,腺,I_part,I_part
57337,方,O,O
57338,面,O,O
57339,疾,O,O
57340,病,O,O
57341,之,O,O
57342,前,O,O
57343,没,O,O
57344,有,O,O
57345,过,O,O
57346,这,O,O
57347,种,O,O
57348,情,O,O
57349,况,O,O
57350,吗,O,O
57351,请,O,O
57352,问,O,O
57353,应,O,O
57354,该,O,O
57355,点,O,O
57356,么,O,O
57357,治,O,O
57358,疗,O,O
57359,能,O,O
57360,看,O,O
57361,出,O,O
57362,来,O,O
57363,凸,B_symptom,B_symptom
57364,起,I_symptom,I_symptom
57365,一,I_symptom,I_symptom
57366,块,I_symptom,I_symptom
57367,好,O,O
57368,像,O,O
57369,是,O,O
57370,红,O,B_symptom
57371,色,O,I_symptom
57372,的,O,I_symptom
57373,1,O,O
57374,7,O,O
57375,6,O,O
57376,0,O,O
57377,0,O,O
57378,1,O,O
57379,6,O,O
57380,3,O,O
57381,1,O,O
57382,2,O,O
57383,3,O,O
57384,，,O,O
57385,我,O,O
57386,姓,O,O
57387,戴,B_name,O
57388,，,O,O
57389,您,O,O
57390,可,O,O
57391,以,O,O
57392,存,O,O
57393,上,O,O
57394,我,O,O
57395,电,O,O
57396,话,O,O
57397,，,O,O
57398,明,B_datetime,O
57399,天,I_datetime,O
57400,我,O,O
57401,也,O,O
57402,是,O,O
57403,在,O,O
57404,医,O,O
57405,院,O,O
57406,的,O,O
57407,，,O,O
57408,熟,O,O
57409,悉,O,O
57410,您,O,O
57411,的,O,O
57412,情,O,O
57413,况,O,O
57414,，,O,O
57415,这,O,O
57416,样,O,O
57417,过,O,O
57418,来,O,O
57419,能,O,O
57420,帮,O,O
57421,帮,O,O
57422,您,O,O
57423,这,O,O
57424,些,O,O
57425,症,O,O
57426,状,O,O
57427,都,O,O
57428,有,O,O
57429,吗,O,O
57430,你,O,O
57431,好,O,O
57432,：,O,O
57433,他,O,O
57434,们,O,O
57435,说,O,O
57436,是,O,O
57437,淋,B_symptom,B_sickness
57438,病,I_symptom,I_sickness
57439,，,O,O
57440,请,O,O
57441,问,O,O
57442,是,O,O
57443,不,O,O
57444,是,O,O
57445,？,O,O
57446,买,O,O
57447,什,O,O
57448,么,O,O
57449,约,O,O
57450,可,O,O
57451,以,O,O
57452,治,O,O
57453,疗,O,O
57454,？,O,O
57455,淋,B_symptom,B_sickness
57456,病,I_symptom,I_sickness
57457,是,O,O
57458,性,O,O
57459,病,O,O
57460,的,O,O
57461,一,O,O
57462,种,O,O
57463,是,O,O
57464,本,O,O
57465,该,O,O
57466,1,B_datetime,B_datetime
57467,号,I_datetime,I_datetime
57468,来,O,O
57469,的,O,O
57470,月,B_physiology,B_physiology
57471,经,I_physiology,I_physiology
57472,，,O,O
57473,到,O,O
57474,现,O,O
57475,在,O,O
57476,都,O,O
57477,没,O,O
57478,有,O,O
57479,来,O,O
57480,是,O,O
57481,吧,O,O
57482,，,O,O
57483,是,O,O
57484,的,O,O
57485,我,O,O
57486,去,O,O
57487,诊,O,O
57488,所,O,O
57489,人,O,O
57490,家,O,O
57491,说,O,O
57492,是,O,O
57493,感,O,B_symptom
57494,染,O,I_symptom
57495,的,O,O
57496,先,O,O
57497,生,O,O
57498,目,O,O
57499,前,O,O
57500,的,O,O
57501,情,O,O
57502,况,O,O
57503,是,O,O
57504,需,O,O
57505,要,O,O
57506,到,O,O
57507,医,O,O
57508,院,O,O
57509,进,O,O
57510,行,O,O
57511,检,O,O
57512,查,O,O
57513,确,O,O
57514,诊,O,O
57515,一,O,O
57516,下,O,O
57517,病,O,O
57518,因,O,O
57519,，,O,O
57520,然,O,O
57521,后,O,O
57522,进,O,O
57523,行,O,O
57524,针,O,O
57525,对,O,O
57526,性,O,O
57527,调,O,O
57528,理,O,O
57529,好,O,O
57530,，,O,O
57531,恢,O,O
57532,复,O,O
57533,正,O,O
57534,常,O,O
57535,的,O,O
57536,同,O,O
57537,房,O,O
57538,时,O,O
57539,间,O,O
57540,，,O,O
57541,我,O,O
57542,姓,O,O
57543,李,O,O
57544,怎,O,O
57545,么,O,O
57546,称,O,O
57547,呼,O,O
57548,呢,O,O
57549,？,O,O
57550,你,O,O
57551,先,O,O
57552,说,O,O
57553,几,O,O
57554,样,O,O
57555,？,O,O
57556,药,O,O
57557,我,O,O
57558,这,O,O
57559,种,O,O
57560,情,O,O
57561,况,O,O
57562,是,O,O
57563,不,O,O
57564,是,O,O
57565,肾,B_symptom,B_sickness
57566,虚,I_symptom,I_sickness
57567,y,O,O
57568,a,O,O
57569,手,O,O
57570,术,O,O
57571,费,O,O
57572,用,O,O
57573,是,O,O
57574,有,O,O
57575,差,O,O
57576,异,O,O
57577,的,O,O
57578,。,O,O
57579,多,O,O
57580,为,O,O
57581,睾,B_symptom,B_sickness
57582,丸,I_symptom,I_sickness
57583,肿,I_symptom,I_sickness
57584,瘤,I_symptom,I_sickness
57585,只,O,O
57586,有,O,O
57587,勃,B_physiology,B_physiology
57588,起,I_physiology,I_physiology
57589,充,O,O
57590,血,O,O
57591,才,O,O
57592,能,O,O
57593,看,O,O
57594,到,O,O
57595,么,O,O
57596,一,O,O
57597,点,O,O
57598,点,O,O
57599,如,O,O
57600,果,O,O
57601,不,O,O
57602,严,O,O
57603,重,O,O
57604,考,O,O
57605,虑,O,O
57606,是,O,O
57607,有,O,O
57608,轻,O,O
57609,微,O,O
57610,感,O,O
57611,染,O,O
57612,你,O,O
57613,们,O,O
57614,家,O,O
57615,的,O,O
57616,显,B_surgery,O
57617,微,I_surgery,O
57618,的,O,O
57619,多,O,O
57620,钱,O,O
57621,啊,O,O
57622,是,O,O
57623,尿,B_symptom,B_symptom
57624,路,I_symptom,I_symptom
57625,有,I_symptom,I_symptom
57626,疼,I_symptom,I_symptom
57627,痛,I_symptom,I_symptom
57628,你,O,O
57629,今,O,O
57630,年,O,O
57631,多,O,O
57632,大,O,O
57633,年,O,O
57634,龄,O,O
57635,了,O,O
57636,早,O,O
57637,期,O,O
57638,症,O,O
57639,状,O,O
57640,也,O,O
57641,是,O,O
57642,尿,B_symptom,B_symptom
57643,频,I_symptom,I_symptom
57644,尿,B_symptom,B_symptom
57645,不,I_symptom,I_symptom
57646,尽,I_symptom,I_symptom
57647,尿,B_symptom,B_symptom
57648,等,I_symptom,I_symptom
57649,待,I_symptom,I_symptom
57650,这,O,O
57651,些,O,O
57652,情,O,O
57653,况,O,O
57654,。,O,O
57655,各,O,O
57656,项,O,O
57657,检,O,O
57658,查,O,O
57659,费,O,O
57660,用,O,O
57661,，,O,O
57662,手,O,O
57663,术,O,O
57664,费,O,O
57665,，,O,O
57666,所,O,O
57667,有,O,O
57668,费,O,O
57669,用,O,O
57670,加,O,O
57671,起,O,O
57672,来,O,O
57673,，,O,O
57674,大,O,O
57675,概,O,O
57676,多,O,O
57677,少,O,O
57678,？,O,O
57679,您,O,O
57680,多,O,O
57681,大,O,O
57682,年,O,O
57683,龄,O,O
57684,姜,B_doctor,O
57685,医,I_doctor,O
57686,生,I_doctor,O
57687,您,O,O
57688,好,O,O
57689,，,O,O
57690,，,O,O
57691,我,O,O
57692,想,O,O
57693,问,O,O
57694,一,O,O
57695,下,O,O
57696,精,B_symptom,B_sickness
57697,索,I_symptom,I_sickness
57698,静,I_symptom,I_sickness
57699,脉,I_symptom,I_sickness
57700,曲,I_symptom,I_sickness
57701,张,I_symptom,I_sickness
57702,必,O,O
57703,须,O,O
57704,手,O,O
57705,术,O,O
57706,么,O,O
57707,？,O,O
57708,我,O,O
57709,给,O,O
57710,您,O,O
57711,回,O,O
57712,过,O,O
57713,去,O,O
57714,也,O,O
57715,可,O,O
57716,以,O,O
57717,你,O,O
57718,是,O,O
57719,石,B_address,B_address
57720,家,I_address,I_address
57721,庄,I_address,I_address
57722,哪,O,O
57723,里,O,O
57724,的,O,O
57725,我,O,O
57726,资,O,O
57727,阳,O,O
57728,医,O,O
57729,疗,O,O
57730,卡,O,O
57731,～,O,O
57732,你,O,O
57733,们,O,O
57734,可,O,O
57735,以,O,O
57736,用,O,O
57737,！,O,O
57738,我,O,O
57739,就,O,O
57740,去,O,O
57741,没,O,O
57742,有,O,O
57743,那,O,O
57744,这,O,O
57745,个,O,O
57746,情,O,O
57747,况,O,O
57748,有,O,O
57749,检,O,O
57750,查,O,O
57751,过,O,O
57752,了,O,O
57753,吗,O,O
57754,比,O,O
57755,如,O,O
57756,精,B_check,B_check
57757,液,I_check,I_check
57758,常,I_check,I_check
57759,规,I_check,I_check
57760,或,O,O
57761,精,B_check,B_check
57762,液,I_check,I_check
57763,分,I_check,I_check
57764,析,I_check,I_check
57765,您,O,O
57766,是,O,O
57767,什,O,O
57768,么,O,O
57769,时,O,O
57770,候,O,O
57771,来,O,O
57772,咱,O,O
